RxCUI,TTY,RxNorm Description,Related BN,Related SCDC,Related DF
197818,SCD,INDOMETHACIN 50 MG ORAL CAPSULE,,INDOMETHACIN 50 MG,ORAL CAPSULE
197819,SCD,INDOMETHACIN 50 MG RECTAL SUPPOSITORY,,INDOMETHACIN 50 MG,RECTAL SUPPOSITORY
206969,SBD,INDOMETHACIN 50 MG RECTAL SUPPOSITORY [INDOCIN],INDOCIN,INDOMETHACIN 50 MG,RECTAL SUPPOSITORY
310992,SCD,INDOMETHACIN 75 MG EXTENDED RELEASE ORAL CAPSULE,,INDOMETHACIN 75 MG,EXTENDED RELEASE ORAL CAPSULE
2675749,SBD,1 ML INFLIXIMAB-DYYB 120 MG/ML PEN INJECTOR [ZYMFENTRA],ZYMFENTRA,INFLIXIMAB-DYYB 120 MG/ML,PEN INJECTOR
2675757,SBD,1 ML INFLIXIMAB-DYYB 120 MG/ML PREFILLED SYRINGE [ZYMFENTRA],ZYMFENTRA,INFLIXIMAB-DYYB 120 MG/ML,PREFILLED SYRINGE
977840,SBD,"3 ML INSULIN ASPART PROTAMINE, HUMAN 70 UNT/ML / INSULIN ASPART, HUMAN 30 UNT/ML PEN INJECTOR [NOVOLOG MIX]",NOVOLOG MIX,"INSULIN ASPART PROTAMINE, HUMAN 70 UNT/ML / INSULIN ASPART, HUMAN 30 UNT/ML",PEN INJECTOR
977842,SBD,"INSULIN ASPART PROTAMINE, HUMAN 70 UNT/ML / INSULIN ASPART, HUMAN 30 UNT/ML INJECTABLE SUSPENSION [NOVOLOG MIX]",NOVOLOG MIX,"INSULIN ASPART PROTAMINE, HUMAN 70 UNT/ML / INSULIN ASPART, HUMAN 30 UNT/ML",INJECTABLE SUSPENSION
2205454,SBD,"3 ML INSULIN ASPART, HUMAN 100 UNT/ML CARTRIDGE [FIASP]",FIASP,"INSULIN ASPART, HUMAN 100 UNT/ML",CARTRIDGE
1986354,SBD,"INSULIN ASPART, HUMAN 100 UNT/ML INJECTABLE SOLUTION [FIASP]",FIASP,"INSULIN ASPART, HUMAN 100 UNT/ML",INJECTABLE SOLUTION
1986356,SBD,"3 ML INSULIN ASPART, HUMAN 100 UNT/ML PEN INJECTOR [FIASP]",FIASP,"INSULIN ASPART, HUMAN 100 UNT/ML",PEN INJECTOR
351926,SBD,"INSULIN ASPART, HUMAN 100 UNT/ML INJECTABLE SOLUTION [NOVOLOG]",NOVOLOG,"INSULIN ASPART, HUMAN 100 UNT/ML",INJECTABLE SOLUTION
1653204,SBD,"3 ML INSULIN ASPART, HUMAN 100 UNT/ML PEN INJECTOR [NOVOLOG]",NOVOLOG,"INSULIN ASPART, HUMAN 100 UNT/ML",PEN INJECTOR
1653198,SBD,"3 ML INSULIN ASPART, HUMAN 100 UNT/ML CARTRIDGE [NOVOLOG]",NOVOLOG,"INSULIN ASPART, HUMAN 100 UNT/ML",CARTRIDGE
2705739,SBD,INSULIN ASPART-SZJJ 100 UNT/ML INJECTABLE SOLUTION [MERILOG],MERILOG,INSULIN ASPART-SZJJ 100 UNT/ML,INJECTABLE SOLUTION
2705745,SBD,3 ML INSULIN ASPART-SZJJ 100 UNT/ML PEN INJECTOR [MERILOG],MERILOG,INSULIN ASPART-SZJJ 100 UNT/ML,PEN INJECTOR
2720529,SBD,INSULIN ASPART-XJHZ 100 UNT/ML INJECTABLE SOLUTION [KIRSTY],KIRSTY,INSULIN ASPART-XJHZ 100 UNT/ML,INJECTABLE SOLUTION
2720541,SBD,3 ML INSULIN ASPART-XJHZ 100 UNT/ML PEN INJECTOR [KIRSTY],KIRSTY,INSULIN ASPART-XJHZ 100 UNT/ML,PEN INJECTOR
1670016,SBD,3 ML INSULIN DEGLUDEC 100 UNT/ML PEN INJECTOR [TRESIBA],TRESIBA,INSULIN DEGLUDEC 100 UNT/ML,PEN INJECTOR
2107522,SBD,INSULIN DEGLUDEC 100 UNT/ML INJECTABLE SOLUTION [TRESIBA],TRESIBA,INSULIN DEGLUDEC 100 UNT/ML,INJECTABLE SOLUTION
1860172,SBD,3 ML INSULIN DEGLUDEC 100 UNT/ML / LIRAGLUTIDE 3.6 MG/ML PEN INJECTOR [XULTOPHY],XULTOPHY,INSULIN DEGLUDEC 100 UNT/ML / LIRAGLUTIDE 3.6 MG/ML,PEN INJECTOR
1670023,SBD,3 ML INSULIN DEGLUDEC 200 UNT/ML PEN INJECTOR [TRESIBA],TRESIBA,INSULIN DEGLUDEC 200 UNT/ML,PEN INJECTOR
285018,SBD,INSULIN GLARGINE 100 UNT/ML INJECTABLE SOLUTION [LANTUS],LANTUS,INSULIN GLARGINE 100 UNT/ML,INJECTABLE SOLUTION
1736863,SBD,3 ML INSULIN GLARGINE 100 UNT/ML PEN INJECTOR [BASAGLAR],BASAGLAR,INSULIN GLARGINE 100 UNT/ML,PEN INJECTOR
847232,SBD,3 ML INSULIN GLARGINE 100 UNT/ML PEN INJECTOR [LANTUS],LANTUS,INSULIN GLARGINE 100 UNT/ML,PEN INJECTOR
1859000,SBD,3 ML INSULIN GLARGINE 100 UNT/ML / LIXISENATIDE 0.033 MG/ML PEN INJECTOR [SOLIQUA],SOLIQUA,INSULIN GLARGINE 100 UNT/ML / LIXISENATIDE 0.033 MG/ML,PEN INJECTOR
1604544,SBD,1.5 ML INSULIN GLARGINE 300 UNT/ML PEN INJECTOR [TOUJEO],TOUJEO,INSULIN GLARGINE 300 UNT/ML,PEN INJECTOR
2002419,SCD,3 ML INSULIN GLARGINE 300 UNT/ML PEN INJECTOR,,INSULIN GLARGINE 300 UNT/ML,PEN INJECTOR
2002420,SBD,3 ML INSULIN GLARGINE 300 UNT/ML PEN INJECTOR [TOUJEO],TOUJEO,INSULIN GLARGINE 300 UNT/ML,PEN INJECTOR
1604539,SCD,1.5 ML INSULIN GLARGINE 300 UNT/ML PEN INJECTOR,,INSULIN GLARGINE 300 UNT/ML,PEN INJECTOR
2589014,SBD,3 ML INSULIN GLARGINE-AGLR 100 UNT/ML PEN INJECTOR [REZVOGLAR],REZVOGLAR,INSULIN GLARGINE-AGLR 100 UNT/ML,PEN INJECTOR
2563977,SBD,INSULIN GLARGINE-YFGN 100 UNT/ML INJECTABLE SOLUTION [SEMGLEE],SEMGLEE,INSULIN GLARGINE-YFGN 100 UNT/ML,INJECTABLE SOLUTION
2563976,SCD,INSULIN GLARGINE-YFGN 100 UNT/ML INJECTABLE SOLUTION,,INSULIN GLARGINE-YFGN 100 UNT/ML,INJECTABLE SOLUTION
2563971,SCD,3 ML INSULIN GLARGINE-YFGN 100 UNT/ML PEN INJECTOR,,INSULIN GLARGINE-YFGN 100 UNT/ML,PEN INJECTOR
2563973,SBD,3 ML INSULIN GLARGINE-YFGN 100 UNT/ML PEN INJECTOR [SEMGLEE],SEMGLEE,INSULIN GLARGINE-YFGN 100 UNT/ML,PEN INJECTOR
847261,SBD,"3 ML INSULIN GLULISINE, HUMAN 100 UNT/ML PEN INJECTOR [APIDRA]",APIDRA,"INSULIN GLULISINE, HUMAN 100 UNT/ML",PEN INJECTOR
803194,SBD,"INSULIN GLULISINE, HUMAN 100 UNT/ML INJECTABLE SOLUTION [APIDRA]",APIDRA,"INSULIN GLULISINE, HUMAN 100 UNT/ML",INJECTABLE SOLUTION
2206099,SBD,"3 ML INSULIN ISOPHANE, HUMAN 100 UNT/ML PEN INJECTOR [NOVOLIN N]",NOVOLIN N,"INSULIN ISOPHANE, HUMAN 100 UNT/ML",PEN INJECTOR
311026,SBD,"INSULIN ISOPHANE, HUMAN 100 UNT/ML INJECTABLE SUSPENSION [HUMULIN N]",HUMULIN N,"INSULIN ISOPHANE, HUMAN 100 UNT/ML",INJECTABLE SUSPENSION
311027,SBD,"INSULIN ISOPHANE, HUMAN 100 UNT/ML INJECTABLE SUSPENSION [NOVOLIN N]",NOVOLIN N,"INSULIN ISOPHANE, HUMAN 100 UNT/ML",INJECTABLE SUSPENSION
847199,SBD,"3 ML INSULIN ISOPHANE, HUMAN 100 UNT/ML PEN INJECTOR [HUMULIN N]",HUMULIN N,"INSULIN ISOPHANE, HUMAN 100 UNT/ML",PEN INJECTOR
213442,SBD,"INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML INJECTABLE SUSPENSION [NOVOLIN]",NOVOLIN,"INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML",INJECTABLE SUSPENSION
847189,SBD,"3 ML INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML PEN INJECTOR [HUMULIN]",HUMULIN,"INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML",PEN INJECTOR
2049380,SBD,"3 ML INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML PEN INJECTOR [NOVOLIN]",NOVOLIN,"INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML",PEN INJECTOR
106892,SBD,"INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML INJECTABLE SUSPENSION [HUMULIN]",HUMULIN,"INSULIN ISOPHANE, HUMAN 70 UNT/ML / INSULIN, REGULAR, HUMAN 30 UNT/ML",INJECTABLE SUSPENSION
1652646,SBD,3 ML INSULIN LISPRO 100 UNT/ML CARTRIDGE [HUMALOG],HUMALOG,INSULIN LISPRO 100 UNT/ML,CARTRIDGE
1652640,SBD,3 ML INSULIN LISPRO 100 UNT/ML PEN INJECTOR [HUMALOG],HUMALOG,INSULIN LISPRO 100 UNT/ML,PEN INJECTOR
1652639,SCD,3 ML INSULIN LISPRO 100 UNT/ML PEN INJECTOR,,INSULIN LISPRO 100 UNT/ML,PEN INJECTOR
1926332,SBD,0.5 UNT DOSES 3 ML INSULIN LISPRO 100 UNT/ML PEN INJECTOR [HUMALOG],HUMALOG,INSULIN LISPRO 100 UNT/ML,PEN INJECTOR
1926331,SCD,0.5 UNT DOSES 3 ML INSULIN LISPRO 100 UNT/ML PEN INJECTOR,,INSULIN LISPRO 100 UNT/ML,PEN INJECTOR
1992171,SBD,3 ML INSULIN LISPRO 100 UNT/ML PEN INJECTOR [ADMELOG],ADMELOG,INSULIN LISPRO 100 UNT/ML,PEN INJECTOR
1992169,SBD,INSULIN LISPRO 100 UNT/ML INJECTABLE SOLUTION [ADMELOG],ADMELOG,INSULIN LISPRO 100 UNT/ML,INJECTABLE SOLUTION
242120,SCD,INSULIN LISPRO 100 UNT/ML INJECTABLE SOLUTION,,INSULIN LISPRO 100 UNT/ML,INJECTABLE SOLUTION
865098,SBD,INSULIN LISPRO 100 UNT/ML INJECTABLE SOLUTION [HUMALOG],HUMALOG,INSULIN LISPRO 100 UNT/ML,INJECTABLE SOLUTION
1652242,SBD,3 ML INSULIN LISPRO 200 UNT/ML PEN INJECTOR [HUMALOG],HUMALOG,INSULIN LISPRO 200 UNT/ML,PEN INJECTOR
847254,SBD,"3 ML INSULIN LISPRO 25 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 75 UNT/ML PEN INJECTOR [HUMALOG MIX]",HUMALOG MIX,"INSULIN LISPRO 25 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 75 UNT/ML",PEN INJECTOR
847252,SCD,"3 ML INSULIN LISPRO 25 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 75 UNT/ML PEN INJECTOR",,"INSULIN LISPRO 25 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 75 UNT/ML",PEN INJECTOR
752388,SBD,"INSULIN LISPRO 25 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 75 UNT/ML INJECTABLE SUSPENSION [HUMALOG MIX]",HUMALOG MIX,"INSULIN LISPRO 25 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 75 UNT/ML",INJECTABLE SUSPENSION
847213,SBD,"3 ML INSULIN LISPRO 50 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 50 UNT/ML PEN INJECTOR [HUMALOG MIX]",HUMALOG MIX,"INSULIN LISPRO 50 UNT/ML / INSULIN LISPRO PROTAMINE, HUMAN 50 UNT/ML",PEN INJECTOR
2380260,SBD,3 ML INSULIN LISPRO-AABC 100 UNT/ML PEN INJECTOR [LYUMJEV],LYUMJEV,INSULIN LISPRO-AABC 100 UNT/ML,PEN INJECTOR
2380236,SBD,INSULIN LISPRO-AABC 100 UNT/ML INJECTABLE SOLUTION [LYUMJEV],LYUMJEV,INSULIN LISPRO-AABC 100 UNT/ML,INJECTABLE SOLUTION
2380256,SBD,3 ML INSULIN LISPRO-AABC 200 UNT/ML PEN INJECTOR [LYUMJEV],LYUMJEV,INSULIN LISPRO-AABC 200 UNT/ML,PEN INJECTOR
637093,SY,INSULIN PEN NEEDLE,NA,INSULIN PEN NEEDLE,NA
248458,SY,INSULIN SYRINGE (DISP) U-100 0.3 ML,NA,INSULIN SYRINGE (DISP) U-100 0.3 ML,NA
244823,SY,INSULIN SYRINGE (DISP) U-100 1 ML,NA,INSULIN SYRINGE (DISP) U-100 1 ML,NA
244822,SY,INSULIN SYRINGE (DISP) U-100 1/2 ML,NA,INSULIN SYRINGE (DISP) U-100 1/2 ML,NA
311033,SBD,"INSULIN, REGULAR, HUMAN 100 UNT/ML INJECTABLE SOLUTION [NOVOLIN R]",NOVOLIN R,"INSULIN, REGULAR, HUMAN 100 UNT/ML",INJECTABLE SOLUTION
311036,SBD,"INSULIN, REGULAR, HUMAN 100 UNT/ML INJECTABLE SOLUTION [HUMULIN R]",HUMULIN R,"INSULIN, REGULAR, HUMAN 100 UNT/ML",INJECTABLE SOLUTION
2206092,SBD,"3 ML INSULIN, REGULAR, HUMAN 100 UNT/ML PEN INJECTOR [NOVOLIN R]",NOVOLIN R,"INSULIN, REGULAR, HUMAN 100 UNT/ML",PEN INJECTOR
1654912,SBD,"INSULIN, REGULAR, HUMAN 12 UNT INHALATION POWDER [AFREZZA]",AFREZZA,"INSULIN, REGULAR, HUMAN 12 UNT",INHALATION POWDER
1862102,BPCK,"{60 (INSULIN, REGULAR, HUMAN 12 UNT INHALATION POWDER [AFREZZA]) / 60 (INSULIN, REGULAR, HUMAN 4 UNT INHALATION POWDER [AFREZZA]) / 60 (INSULIN, REGULAR, HUMAN 8 UNT INHALATION POWDER [AFREZZA]) } PACK [AFREZZA 180 TITRATION PACK- 60 (4 UNT), 60 (8 UNT), 60 (12 UNT)]","AFREZZA 180 TITRATION PACK- 60 (4 UNT), 60 (8 UNT), 60 (12 UNT)","INSULIN, REGULAR, HUMAN 12 UNT / INSULIN, REGULAR, HUMAN 4 UNT / INSULIN, REGULAR, HUMAN 8 UNT",PACK
2100029,BPCK,"{90 (INSULIN, REGULAR, HUMAN 12 UNT INHALATION POWDER [AFREZZA]) / 90 (INSULIN, REGULAR, HUMAN 8 UNT INHALATION POWDER [AFREZZA]) } PACK [AFREZZA 180 - 90 (8 UNT), 90 (12 UNT)]","AFREZZA 180 - 90 (8 UNT), 90 (12 UNT)","INSULIN, REGULAR, HUMAN 12 UNT / INSULIN, REGULAR, HUMAN 8 UNT",PACK
1543207,SBD,"INSULIN, REGULAR, HUMAN 4 UNT INHALATION POWDER [AFREZZA]",AFREZZA,"INSULIN, REGULAR, HUMAN 4 UNT",INHALATION POWDER
1798388,BPCK,"{90 (INSULIN, REGULAR, HUMAN 4 UNT INHALATION POWDER [AFREZZA]) / 90 (INSULIN, REGULAR, HUMAN 8 UNT INHALATION POWDER [AFREZZA]) } PACK [AFREZZA TITRATION PACK]",AFREZZA TITRATION PACK,"INSULIN, REGULAR, HUMAN 4 UNT / INSULIN, REGULAR, HUMAN 8 UNT",PACK
1731317,SBD,"3 ML INSULIN, REGULAR, HUMAN 500 UNT/ML PEN INJECTOR [HUMULIN R]",HUMULIN R,"INSULIN, REGULAR, HUMAN 500 UNT/ML",PEN INJECTOR
351859,SBD,"INSULIN, REGULAR, HUMAN 500 UNT/ML INJECTABLE SOLUTION [HUMULIN R]",HUMULIN R,"INSULIN, REGULAR, HUMAN 500 UNT/ML",INJECTABLE SOLUTION
1544490,SBD,"INSULIN, REGULAR, HUMAN 8 UNT INHALATION POWDER [AFREZZA]",AFREZZA,"INSULIN, REGULAR, HUMAN 8 UNT",INHALATION POWDER
1649996,SBD,0.5 ML INTERFERON BETA-1A 0.044 MG/ML AUTO-INJECTOR [REBIF],REBIF,INTERFERON BETA-1A 0.044 MG/ML,AUTO-INJECTOR
1650282,BPCK,{6 (0.2 ML INTERFERON BETA-1A 0.044 MG/ML AUTO-INJECTOR [REBIF]) / 6 (0.5 ML INTERFERON BETA-1A 0.044 MG/ML AUTO-INJECTOR [REBIF]) } PACK [REBIF REBIDOSE],REBIF REBIDOSE,INTERFERON BETA-1A 0.044 MG/ML,PACK
758032,SBD,0.5 ML INTERFERON BETA-1A 0.044 MG/ML PREFILLED SYRINGE [REBIF],REBIF,INTERFERON BETA-1A 0.044 MG/ML,PREFILLED SYRINGE
795749,BPCK,{6 (0.2 ML INTERFERON BETA-1A 0.044 MG/ML PREFILLED SYRINGE [REBIF]) / 6 (0.5 ML INTERFERON BETA-1A 0.044 MG/ML PREFILLED SYRINGE [REBIF]) } PACK [REBIF TITRATION],REBIF TITRATION,INTERFERON BETA-1A 0.044 MG/ML,PACK
1650901,SBD,0.5 ML INTERFERON BETA-1A 0.06 MG/ML AUTO-INJECTOR [AVONEX],AVONEX,INTERFERON BETA-1A 0.06 MG/ML,AUTO-INJECTOR
727816,SBD,0.5 ML INTERFERON BETA-1A 0.06 MG/ML PREFILLED SYRINGE [AVONEX],AVONEX,INTERFERON BETA-1A 0.06 MG/ML,PREFILLED SYRINGE
1650004,SBD,0.5 ML INTERFERON BETA-1A 0.088 MG/ML AUTO-INJECTOR [REBIF],REBIF,INTERFERON BETA-1A 0.088 MG/ML,AUTO-INJECTOR
758027,SBD,0.5 ML INTERFERON BETA-1A 0.088 MG/ML PREFILLED SYRINGE [REBIF],REBIF,INTERFERON BETA-1A 0.088 MG/ML,PREFILLED SYRINGE
207059,SBD,INTERFERON BETA-1B 0.3 MG INJECTION [BETASERON],BETASERON,INTERFERON BETA-1B 0.3 MG,INJECTION
751970,SBD,0.5 ML INTERFERON GAMMA-1B 0.2 MG/ML INJECTION [ACTIMMUNE],ACTIMMUNE,INTERFERON GAMMA-1B 0.2 MG/ML,INJECTION
836343,SCD,200 ACTUAT IPRATROPIUM BROMIDE 0.017 MG/ACTUAT METERED DOSE INHALER,,IPRATROPIUM BROMIDE 0.017 MG/ACTUAT,METERED DOSE INHALER
836368,SBD,200 ACTUAT IPRATROPIUM BROMIDE 0.017 MG/ACTUAT METERED DOSE INHALER [ATROVENT],ATROVENT,IPRATROPIUM BROMIDE 0.017 MG/ACTUAT,METERED DOSE INHALER
1797833,SCD,IPRATROPIUM BROMIDE 0.021 MG/ACTUAT METERED DOSE NASAL SPRAY,,IPRATROPIUM BROMIDE 0.021 MG/ACTUAT,METERED DOSE NASAL SPRAY
1797844,SCD,IPRATROPIUM BROMIDE 0.042 MG/ACTUAT METERED DOSE NASAL SPRAY,,IPRATROPIUM BROMIDE 0.042 MG/ACTUAT,METERED DOSE NASAL SPRAY
836358,SCD,IPRATROPIUM BROMIDE 0.2 MG/ML INHALATION SOLUTION,,IPRATROPIUM BROMIDE 0.2 MG/ML,INHALATION SOLUTION
2671080,SBD,IPTACOPAN 200 MG ORAL CAPSULE [FABHALTA],FABHALTA,IPTACOPAN 200 MG,ORAL CAPSULE
200095,SCD,IRBESARTAN 150 MG ORAL TABLET,,IRBESARTAN 150 MG,ORAL TABLET
153666,SBD,IRBESARTAN 150 MG ORAL TABLET [AVAPRO],AVAPRO,IRBESARTAN 150 MG,ORAL TABLET
153667,SBD,IRBESARTAN 300 MG ORAL TABLET [AVAPRO],AVAPRO,IRBESARTAN 300 MG,ORAL TABLET
200096,SCD,IRBESARTAN 300 MG ORAL TABLET,,IRBESARTAN 300 MG,ORAL TABLET
200094,SCD,IRBESARTAN 75 MG ORAL TABLET,,IRBESARTAN 75 MG,ORAL TABLET
1608333,SBD,ISAVUCONAZONIUM SULFATE 186 MG ORAL CAPSULE [CRESEMBA],CRESEMBA,ISAVUCONAZONIUM SULFATE 186 MG,ORAL CAPSULE
2623472,SBD,ISAVUCONAZONIUM SULFATE 74.5 MG ORAL CAPSULE [CRESEMBA],CRESEMBA,ISAVUCONAZONIUM SULFATE 74.5 MG,ORAL CAPSULE
201708,SBD,ISOCARBOXAZID 10 MG ORAL TABLET [MARPLAN],MARPLAN,ISOCARBOXAZID 10 MG,ORAL TABLET
105292,SCD,ISONIAZID 10 MG/ML ORAL SOLUTION,,ISONIAZID 10 MG/ML,ORAL SOLUTION
311166,SCD,ISONIAZID 100 MG ORAL TABLET,,ISONIAZID 100 MG,ORAL TABLET
197832,SCD,ISONIAZID 300 MG ORAL TABLET,,ISONIAZID 300 MG,ORAL TABLET
797544,SCD,ISOPROPYL ALCOHOL 0.7 ML/ML MEDICATED PAD,,ISOPROPYL ALCOHOL 0.7 ML/ML,MEDICATED PAD
381056,SCD,ISOSORBIDE DINITRATE 10 MG ORAL TABLET,,ISOSORBIDE DINITRATE 10 MG,ORAL TABLET
206842,SCD,ISOSORBIDE DINITRATE 20 MG ORAL TABLET,,ISOSORBIDE DINITRATE 20 MG,ORAL TABLET
197839,SCD,ISOSORBIDE DINITRATE 30 MG ORAL TABLET,,ISOSORBIDE DINITRATE 30 MG,ORAL TABLET
197840,SCD,ISOSORBIDE DINITRATE 40 MG ORAL TABLET,,ISOSORBIDE DINITRATE 40 MG,ORAL TABLET
314055,SCD,ISOSORBIDE DINITRATE 5 MG ORAL TABLET,,ISOSORBIDE DINITRATE 5 MG,ORAL TABLET
311192,SCD,ISOSORBIDE MONONITRATE 10 MG ORAL TABLET,,ISOSORBIDE MONONITRATE 10 MG,ORAL TABLET
311196,SCD,24 HR ISOSORBIDE MONONITRATE 120 MG EXTENDED RELEASE ORAL TABLET,,ISOSORBIDE MONONITRATE 120 MG,EXTENDED RELEASE ORAL TABLET
311197,SCD,ISOSORBIDE MONONITRATE 20 MG ORAL TABLET,,ISOSORBIDE MONONITRATE 20 MG,ORAL TABLET
317110,SCD,24 HR ISOSORBIDE MONONITRATE 30 MG EXTENDED RELEASE ORAL TABLET,,ISOSORBIDE MONONITRATE 30 MG,EXTENDED RELEASE ORAL TABLET
353538,SCD,24 HR ISOSORBIDE MONONITRATE 60 MG EXTENDED RELEASE ORAL TABLET,,ISOSORBIDE MONONITRATE 60 MG,EXTENDED RELEASE ORAL TABLET
206880,SBD,ISOTRETINOIN 10 MG ORAL CAPSULE [ACCUTANE],ACCUTANE,ISOTRETINOIN 10 MG,ORAL CAPSULE
1373333,SBD,ISOTRETINOIN 10 MG ORAL CAPSULE [ZENATANE],ZENATANE,ISOTRETINOIN 10 MG,ORAL CAPSULE
197843,SCD,ISOTRETINOIN 10 MG ORAL CAPSULE,,ISOTRETINOIN 10 MG,ORAL CAPSULE
404059,SBD,ISOTRETINOIN 10 MG ORAL CAPSULE [CLARAVIS],CLARAVIS,ISOTRETINOIN 10 MG,ORAL CAPSULE
404058,SBD,ISOTRETINOIN 10 MG ORAL CAPSULE [AMNESTEEM],AMNESTEEM,ISOTRETINOIN 10 MG,ORAL CAPSULE
1299203,SBD,ISOTRETINOIN 10 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 10 MG,ORAL CAPSULE
2262713,SBD,MICRONIZED ISOTRETINOIN 16 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 16 MG,ORAL CAPSULE
206883,SBD,ISOTRETINOIN 20 MG ORAL CAPSULE [ACCUTANE],ACCUTANE,ISOTRETINOIN 20 MG,ORAL CAPSULE
197844,SCD,ISOTRETINOIN 20 MG ORAL CAPSULE,,ISOTRETINOIN 20 MG,ORAL CAPSULE
1373335,SBD,ISOTRETINOIN 20 MG ORAL CAPSULE [ZENATANE],ZENATANE,ISOTRETINOIN 20 MG,ORAL CAPSULE
404061,SBD,ISOTRETINOIN 20 MG ORAL CAPSULE [AMNESTEEM],AMNESTEEM,ISOTRETINOIN 20 MG,ORAL CAPSULE
404062,SBD,ISOTRETINOIN 20 MG ORAL CAPSULE [CLARAVIS],CLARAVIS,ISOTRETINOIN 20 MG,ORAL CAPSULE
1300006,SBD,ISOTRETINOIN 20 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 20 MG,ORAL CAPSULE
2262719,SBD,MICRONIZED ISOTRETINOIN 24 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 24 MG,ORAL CAPSULE
1547563,SBD,ISOTRETINOIN 25 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 25 MG,ORAL CAPSULE
1547561,SCD,ISOTRETINOIN 25 MG ORAL CAPSULE,,ISOTRETINOIN 25 MG,ORAL CAPSULE
2711694,SBD,ISOTRETINOIN 30 MG ORAL CAPSULE [AMNESTEEM],AMNESTEEM,ISOTRETINOIN 30 MG,ORAL CAPSULE
1605088,SBD,ISOTRETINOIN 30 MG ORAL CAPSULE [ZENATANE],ZENATANE,ISOTRETINOIN 30 MG,ORAL CAPSULE
1300014,SBD,ISOTRETINOIN 30 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 30 MG,ORAL CAPSULE
643488,SBD,ISOTRETINOIN 30 MG ORAL CAPSULE [CLARAVIS],CLARAVIS,ISOTRETINOIN 30 MG,ORAL CAPSULE
403930,SCD,ISOTRETINOIN 30 MG ORAL CAPSULE,,ISOTRETINOIN 30 MG,ORAL CAPSULE
2262727,SBD,MICRONIZED ISOTRETINOIN 32 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 32 MG,ORAL CAPSULE
1547565,SCD,ISOTRETINOIN 35 MG ORAL CAPSULE,,ISOTRETINOIN 35 MG,ORAL CAPSULE
1547567,SBD,ISOTRETINOIN 35 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 35 MG,ORAL CAPSULE
206902,SBD,ISOTRETINOIN 40 MG ORAL CAPSULE [ACCUTANE],ACCUTANE,ISOTRETINOIN 40 MG,ORAL CAPSULE
197845,SCD,ISOTRETINOIN 40 MG ORAL CAPSULE,,ISOTRETINOIN 40 MG,ORAL CAPSULE
404064,SBD,ISOTRETINOIN 40 MG ORAL CAPSULE [AMNESTEEM],AMNESTEEM,ISOTRETINOIN 40 MG,ORAL CAPSULE
1373337,SBD,ISOTRETINOIN 40 MG ORAL CAPSULE [ZENATANE],ZENATANE,ISOTRETINOIN 40 MG,ORAL CAPSULE
1300016,SBD,ISOTRETINOIN 40 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 40 MG,ORAL CAPSULE
404065,SBD,ISOTRETINOIN 40 MG ORAL CAPSULE [CLARAVIS],CLARAVIS,ISOTRETINOIN 40 MG,ORAL CAPSULE
2262731,SBD,MICRONIZED ISOTRETINOIN 8 MG ORAL CAPSULE [ABSORICA],ABSORICA,ISOTRETINOIN 8 MG,ORAL CAPSULE
197848,SCD,ISRADIPINE 2.5 MG ORAL CAPSULE,,ISRADIPINE 2.5 MG,ORAL CAPSULE
197849,SCD,ISRADIPINE 5 MG ORAL CAPSULE,,ISRADIPINE 5 MG,ORAL CAPSULE
2199026,SBD,ISTRADEFYLLINE 20 MG ORAL TABLET [NOURIANZ],NOURIANZ,ISTRADEFYLLINE 20 MG,ORAL TABLET
