RxCUI,TTY,RxNorm Description,Related BN,Related SCDC,Related DF
2641655,SCD,0.4 ML ADALIMUMAB-ADAZ 100 MG/ML AUTO-INJECTOR,,ADALIMUMAB-ADAZ 100 MG/ML,AUTO-INJECTOR
2641658,SBD,0.4 ML ADALIMUMAB-ADAZ 100 MG/ML AUTO-INJECTOR [HYRIMOZ],HYRIMOZ,ADALIMUMAB-ADAZ 100 MG/ML,AUTO-INJECTOR
2641660,SCD,0.4 ML ADALIMUMAB-ADAZ 100 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-ADAZ 100 MG/ML,PREFILLED SYRINGE
2641661,SBD,0.4 ML ADALIMUMAB-ADAZ 100 MG/ML PREFILLED SYRINGE [HYRIMOZ],HYRIMOZ,ADALIMUMAB-ADAZ 100 MG/ML,PREFILLED SYRINGE
2641662,SCD,0.8 ML ADALIMUMAB-ADAZ 100 MG/ML AUTO-INJECTOR,,ADALIMUMAB-ADAZ 100 MG/ML,AUTO-INJECTOR
2641654,SBD,0.2 ML ADALIMUMAB-ADAZ 100 MG/ML PREFILLED SYRINGE [HYRIMOZ],HYRIMOZ,ADALIMUMAB-ADAZ 100 MG/ML,PREFILLED SYRINGE
2680748,SCD,0.4 ML ADALIMUMAB-ADBM 100 MG/ML AUTO-INJECTOR,,ADALIMUMAB-ADBM 100 MG/ML,AUTO-INJECTOR
2680746,SBD,0.4 ML ADALIMUMAB-ADBM 100 MG/ML PREFILLED SYRINGE [CYLTEZO],CYLTEZO,ADALIMUMAB-ADBM 100 MG/ML,PREFILLED SYRINGE
2680743,SCD,0.4 ML ADALIMUMAB-ADBM 100 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-ADBM 100 MG/ML,PREFILLED SYRINGE
2680750,SBD,0.4 ML ADALIMUMAB-ADBM 100 MG/ML AUTO-INJECTOR [CYLTEZO],CYLTEZO,ADALIMUMAB-ADBM 100 MG/ML,AUTO-INJECTOR
2640895,SCD,0.8 ML ADALIMUMAB-ADBM 50 MG/ML AUTO-INJECTOR,,ADALIMUMAB-ADBM 50 MG/ML,AUTO-INJECTOR
2640898,SBD,0.8 ML ADALIMUMAB-ADBM 50 MG/ML AUTO-INJECTOR [CYLTEZO],CYLTEZO,ADALIMUMAB-ADBM 50 MG/ML,AUTO-INJECTOR
2640883,SCD,0.8 ML ADALIMUMAB-ADBM 50 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-ADBM 50 MG/ML,PREFILLED SYRINGE
2640889,SBD,0.8 ML ADALIMUMAB-ADBM 50 MG/ML PREFILLED SYRINGE [CYLTEZO],CYLTEZO,ADALIMUMAB-ADBM 50 MG/ML,PREFILLED SYRINGE
2640891,SCD,0.2 ML ADALIMUMAB-ADBM 50 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-ADBM 50 MG/ML,PREFILLED SYRINGE
2640892,SBD,0.2 ML ADALIMUMAB-ADBM 50 MG/ML PREFILLED SYRINGE [CYLTEZO],CYLTEZO,ADALIMUMAB-ADBM 50 MG/ML,PREFILLED SYRINGE
2640893,SCD,0.4 ML ADALIMUMAB-ADBM 50 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-ADBM 50 MG/ML,PREFILLED SYRINGE
2640894,SBD,0.4 ML ADALIMUMAB-ADBM 50 MG/ML PREFILLED SYRINGE [CYLTEZO],CYLTEZO,ADALIMUMAB-ADBM 50 MG/ML,PREFILLED SYRINGE
2668071,SBD,0.8 ML ADALIMUMAB-AFZB 50 MG/ML AUTO-INJECTOR [ABRILADA],ABRILADA,ADALIMUMAB-AFZB 50 MG/ML,AUTO-INJECTOR
2668078,SBD,0.8 ML ADALIMUMAB-AFZB 50 MG/ML PREFILLED SYRINGE [ABRILADA],ABRILADA,ADALIMUMAB-AFZB 50 MG/ML,PREFILLED SYRINGE
2668096,SBD,0.4 ML ADALIMUMAB-AFZB 50 MG/ML PREFILLED SYRINGE [ABRILADA],ABRILADA,ADALIMUMAB-AFZB 50 MG/ML,PREFILLED SYRINGE
2640400,SBD,0.8 ML ADALIMUMAB-AQVH 50 MG/ML AUTO-INJECTOR [YUSIMRY],YUSIMRY,ADALIMUMAB-AQVH 50 MG/ML,AUTO-INJECTOR
2663907,SBD,0.4 ML ADALIMUMAB-ATTO 100 MG/ML PREFILLED SYRINGE [AMJEVITA],AMJEVITA,ADALIMUMAB-ATTO 100 MG/ML,PREFILLED SYRINGE
2663904,SBD,0.2 ML ADALIMUMAB-ATTO 100 MG/ML PREFILLED SYRINGE [AMJEVITA],AMJEVITA,ADALIMUMAB-ATTO 100 MG/ML,PREFILLED SYRINGE
2663915,SBD,0.8 ML ADALIMUMAB-ATTO 100 MG/ML AUTO-INJECTOR [AMJEVITA],AMJEVITA,ADALIMUMAB-ATTO 100 MG/ML,AUTO-INJECTOR
2663910,SBD,0.4 ML ADALIMUMAB-ATTO 100 MG/ML AUTO-INJECTOR [AMJEVITA],AMJEVITA,ADALIMUMAB-ATTO 100 MG/ML,AUTO-INJECTOR
2627725,SBD,0.8 ML ADALIMUMAB-ATTO 50 MG/ML PREFILLED SYRINGE [AMJEVITA],AMJEVITA,ADALIMUMAB-ATTO 50 MG/ML,PREFILLED SYRINGE
2634479,SBD,0.2 ML ADALIMUMAB-ATTO 50 MG/ML PREFILLED SYRINGE [AMJEVITA],AMJEVITA,ADALIMUMAB-ATTO 50 MG/ML,PREFILLED SYRINGE
2627722,SBD,0.8 ML ADALIMUMAB-ATTO 50 MG/ML AUTO-INJECTOR [AMJEVITA],AMJEVITA,ADALIMUMAB-ATTO 50 MG/ML,AUTO-INJECTOR
2640432,SBD,0.4 ML ADALIMUMAB-BWWD 100 MG/ML AUTO-INJECTOR [HADLIMA],HADLIMA,ADALIMUMAB-BWWD 100 MG/ML,AUTO-INJECTOR
2640425,SCD,0.4 ML ADALIMUMAB-BWWD 100 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-BWWD 100 MG/ML,PREFILLED SYRINGE
2640428,SBD,0.4 ML ADALIMUMAB-BWWD 100 MG/ML PREFILLED SYRINGE [HADLIMA],HADLIMA,ADALIMUMAB-BWWD 100 MG/ML,PREFILLED SYRINGE
2640430,SCD,0.4 ML ADALIMUMAB-BWWD 100 MG/ML AUTO-INJECTOR,,ADALIMUMAB-BWWD 100 MG/ML,AUTO-INJECTOR
2640305,SBD,0.8 ML ADALIMUMAB-BWWD 50 MG/ML PREFILLED SYRINGE [HADLIMA],HADLIMA,ADALIMUMAB-BWWD 50 MG/ML,PREFILLED SYRINGE
2640300,SBD,0.8 ML ADALIMUMAB-BWWD 50 MG/ML AUTO-INJECTOR [HADLIMA],HADLIMA,ADALIMUMAB-BWWD 50 MG/ML,AUTO-INJECTOR
2640412,SCD,0.4 ML ADALIMUMAB-FKJP 50 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-FKJP 50 MG/ML,PREFILLED SYRINGE
2640404,SCD,0.8 ML ADALIMUMAB-FKJP 50 MG/ML AUTO-INJECTOR,,ADALIMUMAB-FKJP 50 MG/ML,AUTO-INJECTOR
2640417,SCD,0.8 ML ADALIMUMAB-FKJP 50 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-FKJP 50 MG/ML,PREFILLED SYRINGE
2677780,SCD,0.4 ML ADALIMUMAB-RYVK 100 MG/ML AUTO-INJECTOR,,ADALIMUMAB-RYVK 100 MG/ML,AUTO-INJECTOR
2688827,SBD,0.4 ML ADALIMUMAB-RYVK 100 MG/ML PREFILLED SYRINGE [SIMLANDI],SIMLANDI,ADALIMUMAB-RYVK 100 MG/ML,PREFILLED SYRINGE
2688826,SCD,0.4 ML ADALIMUMAB-RYVK 100 MG/ML PREFILLED SYRINGE,,ADALIMUMAB-RYVK 100 MG/ML,PREFILLED SYRINGE
2688823,SBD,0.2 ML ADALIMUMAB-RYVK 100 MG/ML PREFILLED SYRINGE [SIMLANDI],SIMLANDI,ADALIMUMAB-RYVK 100 MG/ML,PREFILLED SYRINGE
2677787,SBD,0.4 ML ADALIMUMAB-RYVK 100 MG/ML AUTO-INJECTOR [SIMLANDI],SIMLANDI,ADALIMUMAB-RYVK 100 MG/ML,AUTO-INJECTOR
2706645,SBD,0.8 ML ADALIMUMAB-RYVK 100 MG/ML AUTO-INJECTOR [SIMLANDI],SIMLANDI,ADALIMUMAB-RYVK 100 MG/ML,AUTO-INJECTOR
2706644,SCD,0.8 ML ADALIMUMAB-RYVK 100 MG/ML AUTO-INJECTOR,,ADALIMUMAB-RYVK 100 MG/ML,AUTO-INJECTOR
829539,SCD,ADAPALENE 0.001 MG/MG / BENZOYL PEROXIDE 0.025 MG/MG TOPICAL GEL,,ADAPALENE 0.001 MG/MG / BENZOYL PEROXIDE 0.025 MG/MG,TOPICAL GEL
2668204,SBD,ADAPALENE 0.0015 MG/MG / BENZOYL PEROXIDE 0.031 MG/MG / CLINDAMYCIN PHOSPHATE 0.012 MG/MG TOPICAL GEL [CABTREO],CABTREO,ADAPALENE 0.0015 MG/MG / BENZOYL PEROXIDE 0.031 MG/MG / CLINDAMYCIN PHOSPHATE 0.012 MG/MG,TOPICAL GEL
722111,SCD,ADAPALENE 0.003 MG/MG TOPICAL GEL,,ADAPALENE 0.003 MG/MG,TOPICAL GEL
722113,SBD,ADAPALENE 0.003 MG/MG TOPICAL GEL [DIFFERIN],DIFFERIN,ADAPALENE 0.003 MG/MG,TOPICAL GEL
1663747,SBD,ADAPALENE 0.003 MG/MG / BENZOYL PEROXIDE 0.025 MG/MG TOPICAL GEL [EPIDUO],EPIDUO,ADAPALENE 0.003 MG/MG / BENZOYL PEROXIDE 0.025 MG/MG,TOPICAL GEL
1663745,SCD,ADAPALENE 0.003 MG/MG / BENZOYL PEROXIDE 0.025 MG/MG TOPICAL GEL,,ADAPALENE 0.003 MG/MG / BENZOYL PEROXIDE 0.025 MG/MG,TOPICAL GEL
798061,SCD,ADAPALENE 1 MG/ML MEDICATED PAD,,ADAPALENE 1 MG/ML,MEDICATED PAD
313852,SCD,ADAPALENE 1 MG/ML TOPICAL CREAM,,ADAPALENE 1 MG/ML,TOPICAL CREAM
881341,SCD,ADEFOVIR DIPIVOXIL 10 MG ORAL TABLET,,ADEFOVIR DIPIVOXIL 10 MG,ORAL TABLET
1430449,SBD,AFATINIB 20 MG ORAL TABLET [GILOTRIF],GILOTRIF,AFATINIB 20 MG,ORAL TABLET
1430453,SBD,AFATINIB 30 MG ORAL TABLET [GILOTRIF],GILOTRIF,AFATINIB 30 MG,ORAL TABLET
1430457,SBD,AFATINIB 40 MG ORAL TABLET [GILOTRIF],GILOTRIF,AFATINIB 40 MG,ORAL TABLET
2731480,SBD,AFICAMTEN 10 MG ORAL TABLET [MYQORZO],MYQORZO,AFICAMTEN 10 MG,ORAL TABLET
2731488,SBD,AFICAMTEN 15 MG ORAL TABLET [MYQORZO],MYQORZO,AFICAMTEN 15 MG,ORAL TABLET
2731492,SBD,AFICAMTEN 20 MG ORAL TABLET [MYQORZO],MYQORZO,AFICAMTEN 20 MG,ORAL TABLET
2731484,SBD,AFICAMTEN 5 MG ORAL TABLET [MYQORZO],MYQORZO,AFICAMTEN 5 MG,ORAL TABLET
801021,SBD,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 150 MG/ML / GLYCINE 5.15 MG/ML / HISTIDINE 2.4 MG/ML / ISOLEUCINE 3 MG/ML / LEUCINE 3.65 MG/ML / LYSINE 2.9 MG/ML / MAGNESIUM CHLORIDE 0.01 MEQ/ML / METHIONINE 2 MG/ML / PHENYLALANINE 2.8 MG/ML / PROLINE 3.4 MG/ML / SERINE 2.5 MG/ML / SODIUM ACETATE TRIHYDRATE 3.4 MG/ML / SODIUM CHLORIDE 0.01 MEQ/ML / THREONINE 2.1 MG/ML / TRYPTOPHAN 0.9 MG/ML / TYROSINE 0.2 MG/ML / VALINE 2.9 MG/ML INJECTABLE SOLUTION [CLINIMIX E 5/15],CLINIMIX E 5/15,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 150 MG/ML,INJECTABLE SOLUTION
801031,SBD,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 200 MG/ML / GLYCINE 5.15 MG/ML / HISTIDINE 2.4 MG/ML / ISOLEUCINE 3 MG/ML / LEUCINE 3.65 MG/ML / LYSINE 2.9 MG/ML / MAGNESIUM CHLORIDE 0.01 MEQ/ML / METHIONINE 2 MG/ML / PHENYLALANINE 2.8 MG/ML / PROLINE 3.4 MG/ML / SERINE 2.5 MG/ML / SODIUM ACETATE TRIHYDRATE 3.4 MG/ML / SODIUM CHLORIDE 0.01 MEQ/ML / THREONINE 2.1 MG/ML / TRYPTOPHAN 0.9 MG/ML / TYROSINE 0.2 MG/ML / VALINE 2.9 MG/ML INJECTABLE SOLUTION [CLINIMIX E 5/20],CLINIMIX E 5/20,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 200 MG/ML,INJECTABLE SOLUTION
800438,SBD,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / GLUCOSE 150 MG/ML / GLYCINE 5.15 MG/ML / HISTIDINE 2.4 MG/ML / ISOLEUCINE 3 MG/ML / LEUCINE 3.65 MG/ML / LYSINE 2.9 MG/ML / METHIONINE 2 MG/ML / PHENYLALANINE 2.8 MG/ML / PROLINE 3.4 MG/ML / SERINE 2.5 MG/ML / THREONINE 2.1 MG/ML / TRYPTOPHAN 0.9 MG/ML / TYROSINE 0.2 MG/ML / VALINE 290 MG/ML INJECTABLE SOLUTION [CLINIMIX 5/15],CLINIMIX 5/15,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / GLUCOSE 150 MG/ML / GLYCINE 5.15 MG/ML / HISTIDINE 2.4 MG/ML,INJECTABLE SOLUTION
800444,SBD,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / GLUCOSE 200 MG/ML / GLYCINE 5.15 MG/ML / HISTIDINE 2.4 MG/ML / ISOLEUCINE 3 MG/ML / LEUCINE 3.65 MG/ML / LYSINE 2.9 MG/ML / METHIONINE 2 MG/ML / PHENYLALANINE 2.8 MG/ML / PROLINE 3.4 MG/ML / SERINE 2.5 MG/ML / THREONINE 2.1 MG/ML / TRYPTOPHAN 0.9 MG/ML / TYROSINE 0.2 MG/ML / VALINE 2.9 MG/ML INJECTABLE SOLUTION [CLINIMIX 5/20],CLINIMIX 5/20,ALANINE 10.4 MG/ML / ARGININE 5.75 MG/ML / GLUCOSE 200 MG/ML / GLYCINE 5.15 MG/ML / HISTIDINE 2.4 MG/ML,INJECTABLE SOLUTION
801648,SBD,ALANINE 20.7 MG/ML / ARGININE 11.5 MG/ML / GLYCINE 10.3 MG/ML / HISTIDINE 4.8 MG/ML / ISOLEUCINE 6 MG/ML / LEUCINE 7.3 MG/ML / LYSINE 5.8 MG/ML / METHIONINE 4 MG/ML / PHENYLALANINE 5.6 MG/ML / PROLINE 6.8 MG/ML / SERINE 5 MG/ML / THREONINE 4.2 MG/ML / TRYPTOPHAN 1.8 MG/ML / TYROSINE 0.4 MG/ML / VALINE 5.8 MG/ML INJECTABLE SOLUTION [TRAVASOL 10],TRAVASOL 10,ALANINE 20.7 MG/ML / ARGININE 11.5 MG/ML / GLYCINE 10.3 MG/ML / HISTIDINE 4.8 MG/ML / ISOLEUCINE 6 MG/ML,INJECTABLE SOLUTION
800588,SBD,ALANINE 21.7 MG/ML / ARGININE 14.7 MG/ML / ASPARTATE 4.34 MG/ML / GLUTAMATE 7.49 MG/ML / GLYCINE 10.4 MG/ML / HISTIDINE 8.94 MG/ML / ISOLEUCINE 7.49 MG/ML / LEUCINE 10.4 MG/ML / LYSINE 11.8 MG/ML / METHIONINE 7.49 MG/ML / PHENYLALANINE 10.4 MG/ML / PROLINE 8.94 MG/ML / SERINE 5.92 MG/ML / THREONINE 7.49 MG/ML / TRYPTOPHAN 2.5 MG/ML / TYROSINE 0.39 MG/ML / VALINE 9.6 MG/ML INJECTABLE SOLUTION [CLINISOL 15],CLINISOL 15,ALANINE 21.7 MG/ML / ARGININE 14.7 MG/ML / ASPARTATE 4.34 MG/ML / GLUTAMATE 7.49 MG/ML / GLYCINE 10.4 MG/ML,INJECTABLE SOLUTION
1601982,SBD,ALANINE 21.7 MG/ML / ARGININE 14.7 MG/ML / ASPARTATE 4.34 MG/ML / GLUTAMATE 7.49 MG/ML / GLYCINE 10.4 MG/ML / HISTIDINE 8.94 MG/ML / ISOLEUCINE 7.49 MG/ML / LEUCINE 10.4 MG/ML / LYSINE 11.8 MG/ML / METHIONINE 7.49 MG/ML / PHENYLALANINE 10.4 MG/ML / PROLINE 8.94 MG/ML / SERINE 5.92 MG/ML / THREONINE 7.49 MG/ML / TRYPTOPHAN 2.5 MG/ML / TYROSINE 0.39 MG/ML / VALINE 9.6 MG/ML INJECTABLE SOLUTION [PLENAMINE],PLENAMINE,ALANINE 21.7 MG/ML / ARGININE 14.7 MG/ML / ASPARTATE 4.34 MG/ML / GLUTAMATE 7.49 MG/ML / GLYCINE 10.4 MG/ML,INJECTABLE SOLUTION
801136,SBD,ALANINE 27.6 MG/ML / ARGININE 19.6 MG/ML / ASPARTATE 6 MG/ML / GLUTAMATE 10.2 MG/ML / GLYCINE 20.6 MG/ML / HISTIDINE 11.8 MG/ML / ISOLEUCINE 10.8 MG/ML / LEUCINE 10.8 MG/ML / LYSINE 13.5 MG/ML / METHIONINE 7.6 MG/ML / PHENYLALANINE 10 MG/ML / PROLINE 13.4 MG/ML / SERINE 10.2 MG/ML / THREONINE 9.8 MG/ML / TRYPTOPHAN 3.2 MG/ML / TYROSINE 0.5 MG/ML / VALINE 14.4 MG/ML INJECTABLE SOLUTION [PROSOL],PROSOL,ALANINE 27.6 MG/ML / ARGININE 19.6 MG/ML / ASPARTATE 6 MG/ML / GLUTAMATE 10.2 MG/ML / GLYCINE 20.6 MG/ML,INJECTABLE SOLUTION
801405,SBD,ALANINE 5.4 MG/ML / ARGININE 12 MG/ML / ASPARTATE 3.2 MG/ML / CYSTEINE 0.16 MG/ML / GLUTAMATE 5 MG/ML / GLYCINE 3.6 MG/ML / HISTIDINE 4.8 MG/ML / ISOLEUCINE 8.2 MG/ML / LEUCINE 14 MG/ML / LYSINE 8.2 MG/ML / METHIONINE 3.4 MG/ML / PHENYLALANINE 4.8 MG/ML / PROLINE 6.8 MG/ML / SERINE 3.8 MG/ML / TAURINE 0.25 MG/ML / THREONINE 4.2 MG/ML / TRYPTOPHAN 2 MG/ML / TYROSINE 2.4 MG/ML / VALINE 7.8 MG/ML INJECTABLE SOLUTION [PREMASOL],PREMASOL,ALANINE 5.4 MG/ML / ARGININE 12 MG/ML / ASPARTATE 3.2 MG/ML / CYSTEINE 0.16 MG/ML / GLUTAMATE 5 MG/ML,INJECTABLE SOLUTION
1189640,SBD,ALANINE 5.4 MG/ML / ARGININE 12 MG/ML / ASPARTATE 3.2 MG/ML / CYSTEINE 0.24 MG/ML / GLUTAMATE 5 MG/ML / GLYCINE 3.6 MG/ML / HISTIDINE 4.8 MG/ML / ISOLEUCINE 8.2 MG/ML / LEUCINE 1.4 MG/ML / LYSINE 1.2 MG/ML / METHIONINE 3.4 MG/ML / PHENYLALANINE 4.8 MG/ML / PROLINE 6.8 MG/ML / SERINE 3.8 MG/ML / SODIUM ACETATE 0.097 MEQ/ML / SODIUM CHLORIDE 0.003 MEQ/ML / SODIUM METABISULFITE 0.5 MG/ML / TAURINE 0.25 MG/ML / THREONINE 4.2 MG/ML / TRYPTOPHAN 2 MG/ML / TYROSINE 2.84 MG/ML / VALINE 7.8 MG/ML INJECTABLE SOLUTION [TROPHAMINE 10 %],TROPHAMINE 10 %,ALANINE 5.4 MG/ML / ARGININE 12 MG/ML / ASPARTATE 3.2 MG/ML / CYSTEINE 0.24 MG/ML / GLUTAMATE 5 MG/ML,INJECTABLE SOLUTION
801012,SBD,ALANINE 5.7 MG/ML / ARGININE 3.16 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 50 MG/ML / GLYCINE 2.83 MG/ML / HISTIDINE 1.32 MG/ML / ISOLEUCINE 1.65 MG/ML / LEUCINE 2.01 MG/ML / LYSINE 1.59 MG/ML / MAGNESIUM CHLORIDE 0.01 MEQ/ML / METHIONINE 1.1 MG/ML / PHENYLALANINE 1.54 MG/ML / PROLINE 1.87 MG/ML / SERINE 1.38 MG/ML / SODIUM ACETATE TRIHYDRATE 2.17 MG/ML / SODIUM CHLORIDE 0.02 MEQ/ML / THREONINE 1.16 MG/ML / TRYPTOPHAN 0.5 MG/ML / TYROSINE 0.11 MG/ML / VALINE 1.6 MG/ML INJECTABLE SOLUTION [CLINIMIX E 2.75/5],CLINIMIX E 2.75/5,ALANINE 5.7 MG/ML / ARGININE 3.16 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 50 MG/ML,INJECTABLE SOLUTION
1090639,SBD,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 100 MG/ML / GLYCINE 4.38 MG/ML / HISTIDINE 2.04 MG/ML / ISOLEUCINE 2.55 MG/ML / LEUCINE 3.11 MG/ML / LYSINE 2.47 MG/ML / MAGNESIUM CHLORIDE 0.01 MEQ/ML / METHIONINE 1.7 MG/ML / PHENYLALANINE 2.38 MG/ML / PROLINE 2.89 MG/ML / SERINE 2.13 MG/ML / SODIUM ACETATE TRIHYDRATE 2.97 MG/ML / SODIUM CHLORIDE 0.013 MEQ/ML / THREONINE 1.79 MG/ML / TRYPTOPHAN 0.77 MG/ML / TYROSINE 0.17 MG/ML / VALINE 2.47 MG/ML INJECTABLE SOLUTION [CLINIMIX E 4.25/10],CLINIMIX E 4.25/10,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 100 MG/ML,INJECTABLE SOLUTION
801000,SBD,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 50 MG/ML / GLYCINE 4.38 MG/ML / HISTIDINE 2.04 MG/ML / ISOLEUCINE 2.55 MG/ML / LEUCINE 3.11 MG/ML / LYSINE 2.47 MG/ML / MAGNESIUM CHLORIDE 0.01 MEQ/ML / METHIONINE 1.7 MG/ML / PHENYLALANINE 2.38 MG/ML / PROLINE 2.89 MG/ML / SERINE 2.13 MG/ML / SODIUM ACETATE TRIHYDRATE 2.97 MG/ML / SODIUM CHLORIDE 0.013 MEQ/ML / THREONINE 1.79 MG/ML / TRYPTOPHAN 0.77 MG/ML / TYROSINE 0.17 MG/ML / VALINE 2.47 MG/ML INJECTABLE SOLUTION [CLINIMIX E 4.25/5],CLINIMIX E 4.25/5,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / CALCIUM CHLORIDE 0.004 MEQ/ML / DIBASIC POTASSIUM PHOSPHATE 2.61 MG/ML / GLUCOSE 50 MG/ML,INJECTABLE SOLUTION
800405,SBD,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / GLUCOSE 100 MG/ML / GLYCINE 4.38 MG/ML / HISTIDINE 2.04 MG/ML / ISOLEUCINE 2.55 MG/ML / LEUCINE 3.11 MG/ML / LYSINE 2.47 MG/ML / METHIONINE 1.7 MG/ML / PHENYLALANINE 2.38 MG/ML / PROLINE 2.89 MG/ML / SERINE 2.13 MG/ML / THREONINE 1.79 MG/ML / TRYPTOPHAN 0.77 MG/ML / TYROSINE 0.17 MG/ML / VALINE 2.47 MG/ML INJECTABLE SOLUTION [CLINIMIX 4.25/10],CLINIMIX 4.25/10,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / GLUCOSE 100 MG/ML / GLYCINE 4.38 MG/ML / HISTIDINE 2.04 MG/ML,INJECTABLE SOLUTION
800420,SBD,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / GLUCOSE 50 MG/ML / GLYCINE 4.38 MG/ML / HISTIDINE 2.04 MG/ML / ISOLEUCINE 2.55 MG/ML / LEUCINE 3.11 MG/ML / LYSINE 2.47 MG/ML / METHIONINE 1.7 MG/ML / PHENYLALANINE 2.38 MG/ML / PROLINE 2.89 MG/ML / SERINE 2.13 MG/ML / THREONINE 1.79 MG/ML / TRYPTOPHAN 0.77 MG/ML / TYROSINE 0.17 MG/ML / VALINE 2.47 MG/ML INJECTABLE SOLUTION [CLINIMIX 4.25/5],CLINIMIX 4.25/5,ALANINE 8.8 MG/ML / ARGININE 4.89 MG/ML / GLUCOSE 50 MG/ML / GLYCINE 4.38 MG/ML / HISTIDINE 2.04 MG/ML,INJECTABLE SOLUTION
199672,SCD,ALBENDAZOLE 200 MG ORAL TABLET,,ALBENDAZOLE 200 MG,ORAL TABLET
2123072,SCD,NDA021457 200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER,,ALBUTEROL 0.09 MG/ACTUAT,METERED DOSE INHALER
859088,SBD,NDA020983 200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER [VENTOLIN],VENTOLIN,ALBUTEROL 0.09 MG/ACTUAT,METERED DOSE INHALER
1649961,SBD,200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT DRY POWDER INHALER [PROAIR],PROAIR,ALBUTEROL 0.09 MG/ACTUAT,DRY POWDER INHALER
2123111,SCD,NDA020503 200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER,,ALBUTEROL 0.09 MG/ACTUAT,METERED DOSE INHALER
2123076,SCD,NDA020983 200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER,,ALBUTEROL 0.09 MG/ACTUAT,METERED DOSE INHALER
2665912,SBD,120 ACTUAT ALBUTEROL 0.09 MG/ACTUAT / BUDESONIDE 0.08 MG/ACTUAT METERED DOSE INHALER [AIRSUPRA],AIRSUPRA,ALBUTEROL 0.09 MG/ACTUAT / BUDESONIDE 0.08 MG/ACTUAT,METERED DOSE INHALER
1190225,SBD,120 ACTUAT ALBUTEROL 0.1 MG/ACTUAT / IPRATROPIUM BROMIDE 0.02 MG/ACTUAT INHALATION SPRAY [COMBIVENT],COMBIVENT,ALBUTEROL 0.1 MG/ACTUAT / IPRATROPIUM BROMIDE 0.02 MG/ACTUAT,INHALATION SPRAY
351137,SCD,ALBUTEROL 0.21 MG/ML INHALATION SOLUTION,,ALBUTEROL 0.21 MG/ML,INHALATION SOLUTION
755497,SCD,ALBUTEROL 0.4 MG/ML ORAL SOLUTION,,ALBUTEROL 0.4 MG/ML,ORAL SOLUTION
351136,SCD,ALBUTEROL 0.417 MG/ML INHALATION SOLUTION,,ALBUTEROL 0.417 MG/ML,INHALATION SOLUTION
630208,SCD,ALBUTEROL 0.83 MG/ML INHALATION SOLUTION,,ALBUTEROL 0.83 MG/ML,INHALATION SOLUTION
